id,tweet_text,emotion
1.03E+18,Já liguei 17X pro INSS porque preciso resolver um role de um cliente e tal... não até de :(,
1.03E+18,Fiquei muito mal acostumada com o mozão vindo buscar todo dia no serviço e hj q vou ter q ir de busão já tô sofrendo por antecipação :(,
1.03E+18,nem da gosto de ser sexta :( /2,
1.03E+18,amanhã vou pra chapada e tá chovendo em tudo eu nunca dei tibum na chapada,
1.03E+18,The Voice está cada vez mais incrível!! Tô sofrendo em cada batalha,
1.03E+18,✓ o inferno (é,
1.03E+18,ah mano que anjinhos :((((,
1.03E+18,victoria tá aq na van tomando uma cerveja e nem me oferece :(,
1.03E+18,thalita não tá afim de falar comigo hoje :(,
1.03E+18,bar :-( : 7e06bc5d-14ec-47ac-8e09-4e35295771dc,
1.03E+18,que saudade do meu namorado :(,
1.03E+18,tá tudo smp bem e de repente vc não entende mais nada :(,
1.03E+18,Abre sua dm,
1.03E+18,eu tô triste pq paguei a mensalidade da academia e já não vou hoje :(,
1.03E+18,saudades quando a thalita falava cmg,
1.03E+18,➭ quᥱridɑ pᥱssoɑ quᥱ mᥱ odᥱiɑ :: Hm,
1.03E+18,mamma mia é meu filme favorito de todos já assisti umas mil vezes sei as falas eu amo abba e não vou poder ir ver mamma mia 2 :(,
1.03E+18,girassóis morrem em 15 dias :(,
1.03E+18,Dói me a barriga :(,
1.03E+18,No final do mês pretendo reajustar os preços pois o dólar está muito caro e eu sei que isso pesa pra vocês :( mas se quiserem me ajudar neste mês para garantir suas recompensas ficarei muito grata &lt;3,
1.03E+18,mais um dia q eu to só a merda e o nct e o exo fazem eu me sentir melhor,
1.03E+18,todos meus perfumes estão acabando :( e eu tenho que ser menos exagerada,
1.03E+18,Xade. : (,
1.03E+18,Odeio quando eu sou ignorante sem querer :(,
1.03E+18,alguém sabe onde vende anel de coco nessa cidade? o meu quebrou :(,
1.03E+18,Tô com saudade dos meus amiguinhos de Brasília :(,
1.03E+18,Encontrei uma rolinha morta no terreno :( #luto #prayforrolinha,
1.03E+18,passei a manhã toda pensando que eu ia dormir fofinho com a menina que eu gosto agora vo chora :(,
1.03E+18,saudades de berrar as musicas do evanescence :( :( :( :(,
1.03E+18,e nenhuma delas era quem eu queria &gt;:(,
1.03E+18,alguém me leva pra fortaleza :(,
1.03E+18,Sdds do navio,
1.03E+18,cadê yoongi que sumiu do twitter? :(,
1.03E+18,poxa :(((,
1.03E+18,gente sério como as pessoas podem ser tão ruins a esse ponto :(,
1.03E+18,Dai a mulher me liga desesperada porque o marido Dea tá na UTI e ela só tem 40 realismo carteira dela e ela recusa resolver esse problema do INSS e eu não consigo fazer nada pra guria... eu quero ir pra casa :(,
1.03E+18,não vai ter bolo do laranja :(,
1.03E+18,Eu não acredito que sou o único ser humano que shippa Harvey e Paula MANO ELES SÓ LINDOS AVE MARIA :(((,
1.03E+18,sdds de '' oque se ta fazendo?''nada''to indo ai,
1.03E+18,BI,
1.03E+18,Quando você acha uma passagem pra são paulo por quinhentos reais NA SEMANA DO SEU ANIVERSÁRIO,
1.03E+18,Vejo umas paradas sobre a saúde na televisão,
1.03E+18,meu neném é muito lindo :(,
1.03E+18,espero que qnd eu estiver melhor eu perceba que sair daquilo foi a melhor coisa que eu fiz não q eu não ache isso agora,
1.03E+18,Quero fazer cafuné em algo e minha dog ta correndo de minha pessoa :(,
1.03E+18,eu não to acreditando que há 2 semanas atrás eu tava te ligando pra zoar o flamengo cara,
1.03E+18,meu deus a ariana chorou muito... sem condições :(,
1.03E+18,eu,
1.03E+18,eu quero receber meu email :(,
1.03E+18,ai man isso dói :(,
1.03E+18,�� — seu user é lindo demais — seu fixado é um amor :(♡ — vejo pouco na tml — seu fc é muito lindo,
1.03E+18,muito triste ver pessoas lgbts q não são aceitas pela família :(,
1.03E+18,nossa,
1.03E+18,o Romano não fez o piercing hoje :(((((,
1.03E+18,Hj acordei cm saudades da trilogia Nolan do Batman :( Acho que vou correr atrás pra ver.,
1.03E+18,Eu só queria ter dinheiro pra comprar um estojo de stabilo point 88 :(,
1.03E+18,Mas tenho que trampa :(,
1.03E+18,ai gente ficou tão fofo :((,
1.03E+18,Es mi último fin de semana de vacaciones :( NO SE QUE HACER CON MI VIDA AKSNDKSKSKSN #BryanMouqueTrendy #CD9 #Coders #KCAMexico,
1.03E+18,todo mundo sonhando coisas ruins comigo :(,
1.03E+18,triste pq tive que tirar o piercing do smile :(,
1.03E+18,eu comecei a chorar junto a ariana é tão preciosa :(((,
1.03E+18,e eu q n dou pé na piscina da escola :(,
1.03E+18,Era pra ser imoralidade HAHAHAHSGSHAHSHAGA :(,
1.03E+18,meu deus ela chorando,
1.03E+18,ai to triste demais :(,
1.03E+18,sextou com s de stou doente :(,
1.03E+18,Que tristeza que o concurso dedicado novo saiu do ar e não baixei todo material que eu queria :( :(,
1.03E+18,quero mimos :(,
1.03E+18,nao consigo nem ter contato visual de tanta vergonha q to de mim por achar coisas q n era real :(,
1.03E+18,FaZe :-(,
1.03E+18,minha ex namorada tinha uma relação ruim com os pais por conta disso e isso me afetava diretamente é bem triste :(,
1.03E+18,Parece q vou desmaiar de tanta dor,
1.03E+18,Queria alisar o cabelo :(,
1.03E+18,eu juro que eu amo a ariana mais que tudo :(,
1.03E+18,ai,
1.03E+18,Poxa não pensei que ia dizer isso mais tô com sdds da Josi em :(,
1.03E+18,vou me excluir da sociedade pq n sei fazer a droga do negócio com a mão :(,
1.03E+18,to sem estanho pra soldar :((,
1.03E+18,hj a thais vai me deixar :(,
1.03E+18,queria estar fazendo dri com a professora que eu gosto pra gente discutie muitao isso :(,
1.03E+18,oxalá poder abrirme a alguén e poder quedar con esa persoa sen pensar 24/7 que está comigo por pena :((,
1.03E+18,Hj eu só queria um balde de pipoca,
1.03E+18,Isso é tão triste :(,
1.03E+18,tava aqui torcendo q a mariana grande fosse trazer uma batidinha chic pro pop :( dua lipa agora é com vc amore,
1.03E+18,que filme lindo :(((((,
1.03E+18,Um rapaz assustou se cmg :( ahah,
1.03E+18,eu sou horrível :(,
1.03E+18,eu só queria um celular bom :(,
1.03E+18,também gosto muito do nariz dele e das mãos :(,
1.03E+18,meu deus katja martinez eu sou tão feliz por te ter na minha vida :(,
1.03E+18,ariana eu te amo demais :(,
1.03E+18,perdemos o quadrinho da Adore Delano que estava aqui no escritório :(,
1.03E+18,meu pai me deu mais chocolate e quer ir comigo comprar roupa isso parece ótimo mas eu to muito desconfortável com meu corpo :(,
1.03E+18,amo tanto minha mãe :(((,
1.03E+18,aconteceu alguma coisa com meu wpp :(,
1.03E+18,eu to com muita saudades dela :(,
1.03E+18,a ariana se culpa pelo que aconteceu em manchester :(((((,
1.03E+18,amanhã vai ter prog e eu acho que nem vou :(,
1.03E+18,ai a ariana chorando na rádio,
1.03E+18,não aguento mais me sentir feia,
1.03E+18,Varios menor bom morrendo :(,
1.03E+18,Que vontade de um subway :(,
1.03E+18,não queria ir pro inglês :(,
1.03E+18,comprei um funko do voldemort na loja só tinha dele,
1.03E+18,Ai que ruim :(,
1.03E+18,ai como eu queria ter feito a prova do mobex :(,
1.03E+18,nossa eu acabei de trincar a tela do meu iPad todinha :(( eu gostava tanto dele,
1.03E+18,A era Joanne chega pra todas,
1.03E+18,Fiquei triste pela parada do Jão :(,
1.03E+18,eu me apaixonei por covinsky tudo de novo aa amo os amores da minha vida :(,
1.03E+18,nada dando certo hoje :(,
1.03E+18,Acabou a entrevista da Ariana na Beats 1 :(,
1.03E+18,Que coisa ruim :(,
1.03E+18,Alguém quer vir dormir comigo amanhã :(,
1.03E+18,“Yuggie Me desculpa Eu nunca esqueci a gente Eu também amo a nossa amizade,
1.03E+18,essa chuva agr impossibilitou minha ida à academia :(,
1.03E+18,sinto tanta falta de escrever :( pena que nao tenho como,
1.03E+18,Eu só queria ter vc do meu lado agr :(,
1.03E+18,Se eu sobreviver ao fim de semana sem implodir de ansiedade :( acho que consigo sobreviver à mudança,
1.03E+18,Meu Batman fraturou a perna e a pélvis :(,
1.03E+18,astrologia me deixa triste,
1.03E+18,meuuu Deus eu to cada dia pior :(,
1.03E+18,cara imagina o quão ansiosa a ariana deve ficar antes de shows por causa do que aconteceu em manchester,
1.03E+18,porra fiquei felizao quando vi o album novo do filipe ret ai vem umas 4 musicas velhas :((,
1.03E+18,To triste eu acho que perdi a minha Soulmate :(,
1.03E+18,Só Deus :(,
1.03E+18,queria ta c meu lov :(,
1.03E+18,queria poder abraçar ela :(((,
1.03E+18,que saudade da rebeca :(,
1.03E+18,só queria um rodízio de sushi :(,
1.03E+18,"""say something",
1.03E+18,aaa eu vou morrer :(,
1.03E+18,Só queria ir pra vix :((((((((((((,
1.03E+18,bar :-( : 9a166d7a-e403-405b-8f46-b2e0f94e8b52,
1.03E+18,preciso ir no shopping comprar um cabo pra mim :(,
1.03E+18,eu realmente espero que fique tudo bem com meu pai e ele saia logo do hosp :(,
1.03E+18,KoOkmin World é muito chacota,
1.03E+18,Meu cat foi pro veterinário e ficou por lá mesmo tomando soro :(,
1.03E+18,Me quitaram de uma das 2 únicas materias que eu queria fazer e estava matriculado. Belesma,
1.03E+18,só queria estar no México agora acompanhando meu xero :(,
1.03E+18,To escutando “follow you” do bmth e lembrando da larissa :(,
1.03E+18,[17/8 10:20] Brother ♥️: Queria tanto vc aqui [17/8 10:20] Brother ♥️: Tenho muito role [17/8 10:20] Brother ♥️: Que eu queria fazer com vc Maicon corta meu coração falando assim :(,
1.03E+18,sem celular de novo,
1.03E+18,queria beijar uma boca nova hoje :(,
1.03E+18,Já fazem 3 dias que eu to aqui no trabalho e ainda são 14:33 :(,
1.03E+18,Feliz pq o Paquetá foi convocado pelo Tite,
1.03E+18,bicho,
1.03E+18,cada fotinha que eu vejo da sojung eu lembro do pai dela e só quero dar um abracinho no meu amor,
1.03E+18,Dance To This é uma coisinha tão linda :(,
1.03E+18,meu sobrinho vai ficar alguns dias respirando por aparelhos :(,
1.03E+18,Ai gente :(,
1.03E+18,ela voltou muito rápido pro grupo e não sei como era a relação dela com o pai,
1.03E+18,to cheia de dores no corpo :(,
1.03E+18,Que aniversário triste :(,
1.03E+18,queria uma caneta boa pra poder desenhar dnv :(,
1.03E+18,gente eu tinha enrolado certinho e colocado na minha mochila :(,
1.03E+18,Chiquito,
1.03E+18,eu to bem triste que eu to no centro e ngm pode ir tomar um sorvete cmg e eu vou voltar p casa sem sorvete :(,
1.03E+18,to sentindo uma agonia no peito :(,
1.03E+18,eu sou uma anã msm meu primo de 11 anos tá maior que eu :(,
1.03E+18,Alguém faz uma vaquinha preu jogar o bfa e ter algo pra fazer stream :(,
1.03E+18,Que saudade do neném :(,
1.03E+18,eu só quero o #Jas4 :(,
1.03E+18,to na metade do álbum do Jão e já to devastada... :(,
1.03E+18,Zé Maranhão falando em escola técnica e profissionalizante :( velho esquema da elite: classe mais baixa só pode estudar se for pra ser peão.,
1.03E+18,saudades. :(,
1.03E+18,que dor :(,
1.03E+18,não sei se foi porque eu tava muito eufórica pro filme ou qualquer coisa do tipo,
1.03E+18,coitada da susu que passou meses ao lado de uma coisa dessas :( bixinha tava presa,
1.03E+18,mEU CACHORRO COMEU UM BRIGADEIRO E EU NÃO SEI O QUE EU FAÇO AGORA E SE ELE PASSAR MAL??? AAAAAA EU SOU UMA MÃE HORRÍVEL :(,
1.03E+18,pq meus amigos pararam de me procura com provlemas?:(,
1.03E+18,triste pois ouvir queen me lembra uma amizade pelo menos o bom gosto ficou :(,
1.03E+18,quando pedem pra baixar o telegram eu já fico :( pq já sei o que é,
1.03E+18,so queria um salgadinho eu fui compra mas nao tinha :(,
1.03E+18,eu queria trocar meu icon mas tô muito apegada nesse :(((,
1.03E+18,nnnnnaaaa,
1.03E+18,Ninguém quer vir correr comigo,
1.03E+18,Aaaaaaaahhhh ainda sinto dor no estômago e não ter dormido a noite só piorou :(,
1.03E+18,Eu tenho 5 anos pra juntar dinheiro pro meu casamento kkkkkkkkkkk :( 5 anos passa voando,
1.03E+18,sdds gigi :(,
1.03E+18,jimin postou um monte de foto ontem e ai hoje postou aquelas com aquela legenda ai gente desculpa podem me odiar mas porra :(,
1.03E+18,comi um misto quente e ainda to com fome :((,
1.03E+18,Só queria arranjar um trabalho logo :(,
1.03E+18,�� — pack e bio maravilhosas — só gosta de grupo bom — não te vejo muito na tml :( — parece ser um nenê,
1.03E+18,gripe é foda :(,
1.03E+18,esse é o isak,
1.03E+18,eu sou um boy lixo n dá :(,
1.03E+18,Devia muito ter ido pra ONG hoje ao invés de ir pra aula de materias :((,
1.03E+18,yan veio no meu quarto falar q ia me dar um gato e dps falou q era mentira :(,
1.03E+18,Assisti para todos os garotos que já amei :( só quero namorar alguém grr,
1.03E+18,ver as pessoas chorando me deixa muito triste :(((,
1.03E+18,anem vei a playground poderia tanto ser no msm lugar da hipnotrance :((,
1.03E+18,—&gt; ela ilude ele e ele gosta dela —&gt; ele me ilude e sou completamente apaixonada por ele —&gt; ele me deixa pra ficar com ela e eu fico mal —&gt; ela deixe ele pra ficar com outro ele volta pra mim —&gt; e eu volto com todo meu amor e carinho pra ele :(,
1.03E+18,Porém ainda to pretendendo passar uns dias sem beber :( mas ta complicado,
1.03E+18,a boquinha dele parece bala :((((((,
1.03E+18,que saudade do meu pai :(,
1.03E+18,eu amo muito as CG's :((( amores da minha vida todinha,
1.03E+18,eu queria tanto ver o luan mano sério :(,
1.03E+18,Vontade de tomar suco de abacaxi naturaaaal :(,
1.03E+18,faz tanto tempo q n tomo açaí,
1.03E+18,a camila é um anjo :(,
1.03E+18,Eu queria comer mc mas com esta dor de dentes não vai dar :(,
1.03E+18,Tenho 1,
1.03E+18,Minha vó só deixou eu comer se eu não for comer tudo :(((((,
1.03E+18,Não superei a morte da Allyson :(,
1.03E+18,demi vai passar o aniversário na rehab,
1.03E+18,A umas horas de voltar pra Madeira :(((,
1.03E+18,bar :-( : ca0f165a-1bdf-4d7b-929e-a12b97a40670,
1.03E+18,Se você pudesse viajar no tempo,
1.03E+18,e house sai da netflix dia 15 de setembro :( nao vou nem conseguir rever a s7 que lixo,
1.03E+18,Ontem eu chorei tanto quando meu cunhado foi embora :(,
1.03E+18,queria ir :(,
1.03E+18,sério,
1.03E+18,isso me machucou tanto cara ele nao percebeu ainda que minha baixa auto estima eh quase negativa? esses dias ele soltou uma "nao pode comer muito pra nao engordar. vc ta solteira,
1.03E+18,Queria ser sua amiga mas tenho vergonha :( — Não recomendo mas se quiser só vem,
1.03E+18,eu to triste,
1.03E+18,Não quero ir direto pra Icaraí :(,
1.03E+18,Estou #carente :(,
1.03E+18,minha mainha foi embora hj :(,
1.03E+18,Queria setor 4 :(,
1.03E+18,saudades da minha momo :(,
1.03E+18,Finalmente o quarteto ,
1.03E+18,chateada pq o marcelo e o gabriel não vão jogar :(,
1.03E+18,queria conhecer loona :(((,
1.03E+18,minha gatinha machucou a pata e só sabe ficar assim e gemendo de dor,
1.03E+18,a escola ta quase a começar :(,
1.03E+18,o recheio era de brigadeiro com morango e eu fiz uns brigadeiros e botei em cima também :(,
1.03E+18,camila meu amor eu moro no brasil :( #Milasafterparty,
1.03E+18,eu simplesmente vi o guilherme quinta sexta sábado domingo segunda terça quarta quinta e não vê ele hj tá sendo judiação :(,
1.03E+18,Vou ter bué marcas na pele por causa do acne :(,
1.03E+18,:-( eu odeio ficar menstruada pq sinto vontade de matar todo mundo e depois fazer carinho pedindo desculpa,
1.03E+18,o caco barcellos vai estar dando uma palestra em piracicaba amanhã,
1.03E+18,Tô triste :(,
1.03E+18,Sextou sem ceva do busão hj :(,
1.03E+18,ei,
1.03E+18,Eu amo a Camila demais :(,
1.03E+18,Arrumei um crush no ônibus :(,
1.03E+18,ai quero ir pra casa da amiga que eu gosto :// to sozinha :(((,
1.03E+18,Quero mudar de colégio :(,
1.03E+18,to me sentindo pior que antes scrr :(,
1.03E+18,Mas então afinal o Bruno não conseguiu voltar a ser presidente? Está mal,
1.03E+18,Cheguei morrendo de fome,
1.03E+18,To vendo que vou ter que corta mei cabelo :(,
1.03E+18,ela é o amor da minha vida mesmo :( eu poderia falar por horas o quão sortudos a bbc foi de encontrar um anjo como a haseul pra fazer parte do loona e ter ela como lider. haseul te amo demais vida �,
1.03E+18,bar :-( : f50c534e-7a57-4e87-9aa2-a16e3801fb05,
1.03E+18,Parece q eu vô ter q interagir com treinadores cuzao hj :(,
1.03E+18,tem um tempão que eu não posto nada no meu instagram dazartss :(((,
1.03E+18,to desconfiando que o Mirio não vai aparecer nessa season de bnh :(,
1.03E+18,Porque é que os meus vizinhos são barulhentos :(,
1.03E+18,Certo era vcs doarem uma corda E de violão para mim :(,
1.03E+18,ver o vídeo da siyeon cantando 100% me dá uma paz no coração tão grande :(( quero dar meu mundo pra essa menina sem brincadeiras tudo nela já me deixa baitola demais eu amo tanto a siyeon tipo muito mesmo :((,
1.03E+18,saudades de naruto :(( queria muito assistir tudo de novo se o final não fosse a coisa mais decepcionante do mundo kishimoto chacota,
1.03E+18,mano o jaehyun tá MT lindo com esse cabelo aaaa como pode :((,
1.03E+18,olha esse sorriso forçado... "Por você,
1.03E+18,plena sexta a noite vou tomar sopa :( sopa nao é jantaaaaaaaa,
1.03E+18,Eu só queria um sorvetinho da Cairu :(,
1.03E+18,meu coração ta doendo tanto :((,
1.03E+18,Que saudades dela :( :(,
1.03E+18,Eu sou aquela pessoa que ajuda todo mundo com suas pesquisas,
1.03E+18,tenho saudades de passar os dias a flr c o Miguel ,
1.03E+18,tava achando q estava linda (pq todo mundo tava me olhando) aí olho pro espelho e lembro da espinha enorme q apareceu :( até parece um piercing,
1.03E+18,to feliz e com medo ao mesmo tempo :(,
1.03E+18,Meu sonho de princesa é conseguir desabafar com pessoas ao meu redor,
1.03E+18,calling all skeletons é com certeza a melhor música do alkaline trio cade a versão do disco no spotify :(,
1.03E+18,se você não se sentir bem,
1.03E+18,Tenho algo marcado pra amanhã depois do trampo e eu não consigo lembrar nem ferrando o que é :(,
1.03E+18,Como é que eu vou passar uma semana sem a minha Bia :((((,
1.03E+18,e eu que vou passar meu 1 ano de namoro longe do meu namorado :(,
1.03E+18,Só sei que as minhas unhas estão maravilhosas ,
1.03E+18,Voltei a ouvir o #Sweetener e a minha opinião continua a mesma,
1.03E+18,Ok. Já deu de calor. Volta frio :((((,
1.03E+18,Tava deitada na minha cama e ouvi uma voz IGUAL a do Guilherme,
1.03E+18,gonê do ret tá pika mas quando tu vai traduzir fica uma merda :(,
1.03E+18,queria ir no cinema hoje :(,
1.03E+18,esqueci que tenho um pouco de alergia a gato e a phoebe ficou se esfregando no meu pescoço,
1.03E+18,e me parte mais ainda o coração pq pelo jeito não cuidam direito do coitadinho :(,
1.03E+18,#AssedioÉHabitoNoPensi nem estudo mas conheço algumas pessoas,
1.03E+18,Ainda é absurdo,
1.03E+18,Não acredito que o cara do Acabou o caô morreu sad demais :(,
1.03E+18,cadê o arroba apaixonado por 19 days pra fazer match comigo e trocarmos fanarts e teorias de 19 days e sermos amiguinhxs tudo por culpa de 19 days? :((,
1.03E+18,ai quanto tempo falta? to com saudade já :(,
1.03E+18,Aí,
1.03E+18,eu tô com tanta vontade de comer o bolo de xícara q a Medina faz (já pedi 2 vezes pra ela e ela tá nem aí pra minhas vontades mais) :(,
1.03E+18,eu infelizmente tava na aula e nao consegui ver a live :( espero que eles coloquem logo no vlive,
1.03E+18,As chromas da Ashe/Lulu poderiam ser melhores se mudasse as skill :(,
1.03E+18,n qro ir pra aula quero fica tocando :(,
1.03E+18,Se tem uma coisa que não gosto é de fazer as coisas sozinha :(,
1.03E+18,que frio :(,
1.03E+18,Eu vi "SOS Árvores" escrito em um muro aí pensei "caramba será q é uma organização q Planta árvores?" Não era,
1.03E+18,So queria um namoradinho que jogasse lol e me desse skin :(,
1.03E+18,malditos sorteos nunca gano nada :((,
1.03E+18,Tristeza do dia: Não vou conseguir treinar hoje :(,
1.03E+18,To vendendo um rack,
1.03E+18,meus amigos fizeram surpresa pra mim hj,
1.03E+18,Bue triste de mudar da casa :( Ainda por cima a merda da casa nova tem 2 quartos a mais mas é muito mais pequena Lmao,
1.03E+18,meu lado bom,
1.03E+18,Amanha é o ultimo dia de praia :(((((,
1.03E+18,ai gurias tô morrendo de sono e triste só queria ficar dormindo hoje porém tem a melhor aula da semana com a professora que mais gosto :(,
1.03E+18,Brasil caiu mais uma vez :( Como vamos traze-los em um estádio se não mostramos presença? Espero q neste Comeback mostremos isso no iTunes,
1.03E+18,o meu tudo,
1.03E+18,E proibiram o fogo de artifício para as festas aqui na terrinha :(,
1.03E+18,I needa go to a bailé ASAP :(,
1.03E+18,Minha tia vai embora amanhã cedo :((,
1.03E+18,foda eh esse frio :(,
1.03E+18,Me enamoré de nam de are you human too :(,
1.03E+18,um passarinho me falou q eu vou morrer sozinho e triste,
1.03E+18,queria muito ter ido a escola hoje :(,
1.03E+18,hoje ia ser tão bom :(,
1.03E+18,grigor :-(,
1.03E+18,ja tiveram a sensação que aos poucos nao eh mais tao importante pra pessoa como antes? :(,
1.03E+18,Ah nem tô com medo de ficar apaixonada � :(,
1.03E+18,te liguei no whats tu só ignorou :( — Sim,
1.03E+18,Oiii.... Estou com saldade,
1.03E+18,queria adotar um cachorrim e por o nome dele de gui :(,
1.03E+18,Me desculpem estou com block de seguir,
1.03E+18,queria estar perto das meninas :(,
1.03E+18,meu taetae não merece isso :(,
1.03E+18,Um belo dia pro pneu furar ,
1.03E+18,Hoje eu explorei a tampa do Frasco da Vida :(,
1.03E+18,� . . . heyhey amores eu espero que estejam tendo uma ótima tarde,
1.03E+18,Queria trocar minha folga pra quarta dia 12 mas to vendo q nao vai rolar :(,
1.03E+18,nem sei se eu vou p churrasco da casa hj :(,
1.03E+18,eu estava na praia com a minha mãe e nesse dia teve uma super onda que acabou molhando a praia toda,
1.03E+18,O álbum da Ariana é ótimo pra ouvir deitado na cama não to na cama :(,
1.03E+18,Camila nem sabe se ganhou os prêmios do VMA e já tá agradecendo se no caso perder,
1.03E+18,não estou acreditando q todos os personagens da minha série estão desistindo :(,
1.03E+18,Oh meu Deus,
1.03E+18,hoje eu comprei meia pela primeira vez na vida eu sempre ganhava :(,
1.03E+18,queria tanto chocolate mas eu sei que minha pele vai ficar pior :(,
1.03E+18,Tô bem triste do filme da Mulan não ter o Mushu :(,
1.03E+18,se esse line do lolla for realmente verdade eu acho que to sentindo falta de umas banda indie tem muito pop mas pouco indie :(,
1.03E+18,Que dolor :(,
1.03E+18,tô muito triste que meu pesadelo estragou meu sono :( af,
1.03E+18,� . . . espero que a Jiwoo esteja bem~ faz algum tempo que ela não aparece,
1.03E+18,Quando nossa metade não tá bem,
1.03E+18,porque é que nao ha sephora em coimbra :(,
1.03E+18,renatta tá brigando cmg pq não fui p escola :(,
1.03E+18,Famosinha do curiouscat Como tem paciência pra tanta pergunta besta — mas nem me perguntam nada,
1.03E+18,Triste saber que a ninfomania precisa ser tratada com psiquiatra :((,
1.03E+18,Falar nisso tenho q ir no dermatologista dnv,
1.03E+18,tou farto que os meus pais chateiem com a faculdade q chatos :(,
1.03E+18,tenho bué saudades de comer mc,
1.03E+18,Torcedor do LFC está lamentando a saída de Klavan :( como eu odeio essa torcida.,
1.03E+18,Só fico triste por nunca ter conseguido comprar :(,
1.03E+18,o video dk jimin vestido de vaquinha eu quero morrer :(,
1.03E+18,Meus marotos indo pra emb com geral e eu aqui :(,
1.03E+18,Minha vizinha tá com umas músicas do Henrique e Juliano,
1.03E+18,meu filho cresceu :(,
1.03E+18,Queria tirar fotos e parece que nem paciência para isso eu tenho :((,
1.03E+18,ai gente que droga :( eu postei e nem liguei sabe,
1.03E+18,Queria um momolado :(,
1.03E+18,num tenho + amigos :(,
1.03E+18,Pesado,
1.03E+18,Alguém sabe dizer se dá pra ligar pro 180 do celular? Tentei agora e nem chamou.. :(,
1.03E+18,onti eu tava uma gracinha e tirei 0 selfies :(,
1.03E+18,eu fico triste pq jikook nunca poderia se assumir,
1.03E+18,Prorroga :( #pasaporteexpress,
1.03E+18,Certamente,
1.03E+18,Nao sei se é mais triste ela estar indo embora,
1.03E+18,foi bem ruim eu lembrar que ano que vem nao vou mais estar de manhã :(,
1.03E+18,eu só queria te proteger de todo mal meu nene :((,
1.03E+18,sexta feira dia de piriri :(,
1.03E+18,Queria ir ver o Slow J :(,
1.03E+18,ana me deixou :((,
1.03E+18,Eu queria muito ta em casa :(,
1.03E+18,Alguém para conversar e distrair a mente? Passo meu número pelo Whats. Estou me sentindo sozinha :(,
1.03E+18,queria muito alpha hoje :(,
1.03E+18,André e hp querendo sair do chromos :(:(:(,
1.03E+18,eu to morrendo de saudade do meu gatinho :(,
1.03E+18,bruna me passou um link,
1.03E+18,ai cara sou mt trouxa :(,
1.03E+18,eu amo tanto o john aaaa vo chorar :(,
1.03E+18,EU TO :(,
1.03E+18,Uma hor ainda :(,
1.03E+18,Tô com tanto sono que não tô conseguindo me concentrar no trabalho :(,
1.03E+18,Só confirmando: Vou ficar de boa hoje mesmo porque não to afim de forçar muito e piorar minha garganta. O bom é que sábado e domingo da pra dar um relax tambem e segunda tamo de volta &lt;3 Foi mal mas não esperava ficar assim rip :(,
1.03E+18,Não consigo mais dormir a tarde como antes :(,
1.03E+18,Minha irmã não volta hoje pq não tem vôo :(,
1.03E+18,minha professora de hangul é tão fofinha tentando me acalmar em questão das vogais que to tendo dificuldade :(( disse que vamos ver todos juntos dps,
1.03E+18,Eu não fazia nada de jeito mas tenho saudades :((((,
1.03E+18,ai inferno to na rua ai to sem internet pra postar a thread do jiyong :(,
1.03E+18,q saudades,
1.03E+18,achei errado,
1.03E+18,Ele parece tanto com o meu,
1.03E+18,Modroc não foi pra Inter :(,
1.03E+18,uma professora la da faculdade acabou de morrer :( eu to muito triste,
1.03E+18,Aaaa eu sou tímida demais pra falar,
1.03E+18,Eu quero Coraline 2 :(,
1.03E+18,to cm tanta saudade do meu amg :(((,
1.03E+18,tão triste que meu pai esqueceu de deixar dinheiro no banco p pagar meu spotify :(,
1.03E+18,eu nao acredito que chegou produto dos ursos sem curso na miniso e eu to falida :(,
1.03E+18,eu tô bem triste eu perdi a pergunta do patronus do cc daily :(((,
1.03E+18,Era só umas massagens nos meus pés de anjo e bumbum :(((((,
1.03E+18,e em destaque a do bucho :(,
1.03E+18,As vezes sinto tanta saudade do matheus q dói meu coração :(,
1.03E+18,Meu pulso ainda Ta doendo :(,
1.02E+18,Em convenção tumultuada,
1.02E+18,‘Vou enfrentar as corporações’,
1.02E+18,Para Paulinho da Força,
1.02E+18,Após separação,
1.02E+18,Sem vice,
1.02E+18,Em convenção de Bolsonaro,
1.02E+18,Homem atira em avó e namorada,
1.02E+18,Bolsonaro critica Alckmin,
1.02E+18,Após convenção,
1.02E+18,Mayana Moura,
1.02E+18,Advertido por cruzar linha do pit-lane,
1.02E+18,Princesa Mako,
1.02E+18,Rapper americano é sequestrado,
1.02E+18,Em depoimento,
1.02E+18,Após pedir dispensa da seleção alemã,
1.02E+18,Campeão gaúcho pelo Novo Hamburgo,
1.02E+18,‘Buffy,
1.02E+18,Roma confirma contratação de Malcom,
1.02E+18,Champions League: sem supertimes,
1.02E+18,Conheça a adenomiose,
1.02E+18,PCdoB mantém Manuela,
1.02E+18,PT,
1.02E+18,Medalhista olímpico,
1.02E+18,Projeto desembolsa US$ 1,
1.02E+18,FMI reduz previsão de crescimento da América Latina para 1,
1.02E+18,Produção industrial deve avançar 15,
1.02E+18,Brasil é o país que mais mata ambientalistas no mundo,
1.02E+18,Sem Tite,
1.02E+18,Acusado de assédio,
1.02E+18,Suspeito de participação na morte de Marielle é preso no RJ,
1.02E+18,PMs da Rota serão julgados por homicídios,
1.02E+18,Com greve dos caminhoneiros,
1.02E+18,Sem Neymar,
